sort_num|address|city|state|zip|borough_detail|address_remark|date_t|deliver_type|remark|iron_box|plastic_box|selling_box|paper_shelf|mon|tue|wed|thu|fri|sat|sun|latitude|longitude|created_at|
|6121 Springfield Blvd|Oakland Gardens|NY|11364|Queens|邮局门旁边||Newspaper box|||1|||35|35|35|35|35|30|0|40.7484701|-73.7561022|2014-08-17 21:49:59 -0400|
|24053 69th Ave|Oakland Gardens|NY|11362|Queens|訂報戶到期日期：07-07-15|2015-07-07 00:00:00 -0400|Subscriber||||||1|1|1|1|1|1|0|40.7503102|-73.73771219999999|2014-08-17 21:50:00 -0400|
|24202 61st Ave|Douglaston|NY|11362|Queens|Fairway 超市出口报架||Supermarket|2014/07/19开始送报|||||0|0|0|0|5|10|0|40.7541547|-73.7378856|2014-08-17 21:50:00 -0400|
|249-26 Horace Harding Expy|Little Neck|NY|11362|Queens|小颈中国城超市||Supermarket|2014/07/19开始送报|||||0|0|0|0|50|50|0|40.7608038|-73.7308595|2014-08-17 21:50:01 -0400|
|56 01 Marathon PKWY|Little Neck|NY|11362|Queens|小颈中国城超市旁边 Marathon Pkwy & Horace Harding Expy||Newspaper box|新報箱||1|||35|35|35|35|50|40|0|40.7602862|-73.7316319|2014-08-17 21:50:06 -0400|
|249 26 Northern Blvd|Little Neck|NY|11362|Queens|Super Stop & Shop入口報架||Supermarket|||||1|15|15|15|15|15|25|0|40.7679736|-73.7379271|2014-08-17 21:50:11 -0400|
|250 10 Northern Blvd|Little Neck|NY|11362|Queens|邮局门前||Newspaper box|||1|||20|20|20|20|20|15|0|40.7683|-73.737043|2014-08-17 21:50:12 -0400|
|495 Great Neck Rd|Great Neck|NY|11021|Long Island|H-M 韓國超市 （inside）||Supermarket||||||25|25|25|25|25|25|0|40.77484949999999|-73.7323509|2014-08-17 21:50:12 -0400|
|40 Great Neck Rd|Great Neck|NY|11021|Long Island|Walbaums Supermarket出口报架||Supermarke|2014/07/19开始送报|||||10|10|10|10|10|20|0|40.7858657|-73.7279234|2014-08-17 21:50:12 -0400|
|38 N Station Plaza|Great Neck|NY|11021|Long Island|长岛大颈车站 印度人小卖店||Station|2014/07/19开始送报|||||5|5|5|5|5|5|0|40.7876098|-73.7260814|2014-08-17 21:50:12 -0400|
|80 Centre Dr|Manhasset|NY|11030|Long Island|每周五送長島學員家100份||Hand delivery||||||0|0|0|0|0|0|0|40.79020999999999|-73.698371|2014-08-17 21:50:13 -0400|
|1430 Northern Blvd|Manhasset|NY|11030|Long Island|King Kullen Supermarket 出口报架||Supermarket|2014/07/19开始送报|||||0|0|0|0|10|20|0|40.7915524|-73.6951148|2014-08-17 21:50:13 -0400|
|1 Delaware Drive|New Hyde Park|NY|11042|Long Island|Parker Jewish InStitute for Health Care and Rehabilitation赵泓/李丽客户||Customers|2014/07/19开始送报|||||0|0|0|0|10|10|0|40.76067099999999|-73.6945583|2014-08-17 21:50:13 -0400|
|653 Hillside Ave|New Hyde Park|NY|11040|Long Island|Stop & Shop Supermarket 出口报架||Supermarket|2014/07/19开始送报|||||0|0|0|0|0|20|0|40.7412471|-73.6985543|2014-08-17 21:50:14 -0400|
|3350 Hillside Ave|New Hyde Park|NY|11040|Long Island|Best Market Supermarket 出口报架||Supermarket|2014/07/19开始送报|||||0|0|0|0|0|20|0|40.752536|-73.65923699999999|2014-08-17 21:50:14 -0400|
|3367 Hillside Ave|New Hyde Park|NY|11040|Long Island|Foodtown Supermarket 出口报架||Supermarket|2014/07/19开始送报|||||0|0|0|0|0|20|0|40.753796|-73.65896300000001|2014-08-17 21:50:14 -0400|
|400 Hillside Ave|Williston Park|NY|11596|Long Island|H Mart超市门口报架||Supermarket|2014/07/19开始送报|||||0|0|0|0|0|50|0|40.7535365|-73.6566832|2014-08-17 21:50:14 -0400|
|416 Hillside Ave|Williston Park|NY|11596|Long Island|H Mart 超市隔壁髮廊(Happy Salon)||Barbor Shop|2014/07/19开始送报|||||0|0|0|0|0|2|0|40.7534655|-73.6570852|2014-08-17 21:50:15 -0400|
|6600 Jericho Tpke|Syosset|NY|11791|Long Island|蜀湘园饭店（DinDin）||Restaurant|2014/07/19开始送报|||||0|0|0|0|0|5|0|40.803382|-73.526178|2014-08-17 21:50:15 -0400|
|478 Plainiew Rd|Hicksville|NY|11801|Long Island|H&Y Marketplace门口报架||Supermarket|2014/07/19开始送报|||||0|0|0|0|0|50|0|40.7696636|-73.50214919999999|2014-08-17 21:50:15 -0400|
|377 02 S Oyster Bay Rd|Plainview|NY|11803|Long Island|Asia Grill饭店||Restaurant|2014/07/19开始送报|||||0|0|0|0|0|2|0|40.7831|-73.50303269999999|2014-08-17 21:50:16 -0400|
|395 S Oyster Bay Rd|Plainview|NY|11803|Long Island|光华小吃店||Restaurant|2014/07/19开始送报|||||0|0|0|0|0|2|0|40.7828484|-73.503005|2014-08-17 21:50:16 -0400|
|251 15 Northern Blvd|Little Neck|NY|11362|Queens|同乐轩海鲜酒家门内报架||Restaurant||||||0|0|0|0|0|15|0|40.7694249|-73.73688070000001|2014-08-17 21:50:16 -0400|
|4225 235th St|Douglaston|NY|11363|Queens|Deli店 （inside）||Owner||||||3|3|3|3|3|3|0|40.7679049|-73.7482041|2014-08-17 21:50:17 -0400|
|232 01 Northern Blvd|Little Neck|NY|11362|Queens|Alley Pond Golf Center（inside）||Building|08年上架時買的黃色賣報架||||1|0|0|0|0|2|2|0|40.7639231|-73.7491786|2014-08-17 21:50:17 -0400|
|41-22 Bell Blvd|Bayside|NY|11361|Queens|Chase Bank银行门前，Bell Blvd & 42nd  Ave||Newspaper box|||1|||20|20|20|20|20|15|0|40.7632627|-73.7708098|2014-08-17 21:50:17 -0400|
|3808 Bell Blvd|Bayside|NY|11361|Queens|Prodigy 韩国人学校，EYE门口左手边||Building|2014/07/19开始送报|||||0|0|0|0|0|2|0|40.766144|-73.772722|2014-08-17 21:50:17 -0400|
|21315 26th Ave|Bay Terrance|NY|11360|Queens|Waldbaums Supermarket出口报架||Supermarket|2014/07/19开始送报|||||10|10|10|10|10|15|0|40.7801015|-73.7780044|2014-08-17 21:50:18 -0400|
|2388 Bell Blvd|Bayside|NY|11360|Queens|The Bay Terrace 巴士站邊||Newspaper box|||1|||5|5|5|5|5|5|0|40.7797868|-73.7755|2014-08-17 21:50:18 -0400|
|20811 26th Ave|Bayside|NY|11361|Queens|Senior Center（老人中心)||Building||||||15|15|15|15|15|15|0|40.7766163|-73.7837033|2014-08-17 21:50:18 -0400|
|20501 35th Ave|Bayside|NY|11361|Queens|Royal Card Shop (inside)||Store|08年上架時買的黃色賣報架||||1|7|7|7|7|7|7|0|40.767019|-73.782397|2014-08-17 21:50:18 -0400|
|3509 Francis Lewis Blvd|Flushing|NY|11358|Queens|Waldbaum's Market 出口报架||Supermarket|2014/07/19开始送报|||||10|10|10|10|10|15|0|40.764207|-73.7868529|2014-08-17 21:50:19 -0400|
|2902 Union St|Flushing|NY|11354|Queens|H Mart超市 (inside)||Supermarket||||||15|15|15|20|35|35|0|40.7716129|-73.8265959|2014-08-17 21:50:19 -0400|
|3110 Whitestone Expwy|Flushing|NY|11354|Queens|协和门窗公司（董事长：汤玛斯 陈）新唐人銷售Joan Zeng要求送報（06/12/14）||Factory||||||10|10|10|10|10|10|0|40.7687255|-73.8383013|2014-08-17 21:50:20 -0400|
|13331 39th Ave|Flushing|NY|11354|Queens|Flushing Mall (inside)||Mall||||||0|0|0|0|35|25|0|40.759974|-73.833541|2014-08-17 21:50:20 -0400|
|13101 39th Ave|Flushing|NY|11354|Queens|Assi Plaza超市（inside）||Newspaper rack|08年上架時買的黃色賣報架||||1|17|22|15|17|44|43|0|40.7590497|-73.8358525|2014-08-17 21:50:20 -0400|
|13108 40th Rd|Flushing|NY|11354|Queens|長江水族館(Sky View & 昌發超市旁邊),李紅客戶2015年5月到期後再取消||Customers||||||0|0|0|0|0|10|0|40.7557131|-73.8360704|2014-08-17 21:50:20 -0400|
|3915 Main St|Flushing|NY|11354|Queens|AT&T 門口||Newspaper box|發報人員放報||2||1|0|0|0|0|0|0|0|40.759827|-73.829917|2014-08-17 21:50:21 -0400|
|3915 Main St|Flushing|NY|11354|Queens|AT&T 門口||Coin box||||1||0|0|0|0|0|0|0|40.759827|-73.829917|2014-08-17 21:50:21 -0400|
|13545 Roosevelt Ave|Flushing|NY|11354|Queens|如意軒門口||Newspaper box|發報人員放報||1||1|0|0|0|0|0|0|0|40.7595845|-73.83055089999999|2014-08-17 21:50:21 -0400|
|4013 Main St|Flushing|NY|11354|Queens|Main St & Roosevelt Ave,在Main St上,DuaneReade一侧||Hand delivery|發報人員放報||||1|1644|1644|1636|1644|2400|1985|0|40.759215|-73.8296234|2014-08-17 21:50:22 -0400|
|13552 Roosevelt Ave|Flushing|NY|11354|Queens|在Roosevelt Ave，Newsstand一侧||Hand delivery|發報人員放報||1||1|350|300|350|350|350|350|0|40.7594407|-73.83044989999999|2014-08-17 21:50:22 -0400|
|13649 Roosevelt Ave|Flushing|NY|11354|Queens|在Macy's對面||Hand delivery|發報人員放報||||1|0|0|0|0|0|0|0|40.7602773|-73.828345|2014-08-17 21:50:22 -0400|
|4050 Main St|Flushing|NY|11354|Queens|潮坊一側||Hand delivery|發報人員放報||||1|0|0|0|0|0|900|0|40.7573458|-73.8290408|2014-08-17 21:50:22 -0400|
|4024 College Point Blvd|Flushing|NY|11354|Queens|Sky View & 昌發超市后门口||Hand delivery||||||0|0|0|0|0|150|0|40.7569987|-73.8354667|2014-08-17 21:50:23 -0400|
|14935 Elm Ave|Flushing|NY|11355|Queens|老刘家350份周日手发报||Hand delivery||||||0|0|0|0|0|350|0|40.757288|-73.812173|2014-08-17 21:50:23 -0400|
|3180 Broadway|Manhattan|NY|10027|Manhattan|broadway & w 125th St,地铁口||Newspaper box|||1|||50|50|50|50|50|50|0|40.8151617|-73.9585046|2014-08-17 21:50:23 -0400|
|501 W 120th St|Manhattan|NY|10027|Manhattan|AmSterdam Ave & W 120th St,左侧,在w 120th St上,哥伦比亚大学大楼一侧||Newspaper box|||1|||12|12|12|12|10|10|0|40.8096271|-73.9594315|2014-08-17 21:50:26 -0400|
|535 W 116th St|Manhattan|NY|10027|Manhattan|Broadway & W 116 St,哥大门口||Newspaper box|||1|||30|30|30|30|30|20|0|40.8079748|-73.9620565|2014-08-17 21:50:26 -0400|
|2957 Broadway|Manhattan|NY|10025|Manhattan|Olie's ReStaurant||Restaurant||||||0|0|0|0|5|5|0|40.808212|-73.9639159|2014-08-17 21:50:26 -0400|
|2828 Broadway|Manhattan|NY|10025|Manhattan|Broadway & W 110 St,#1号地铁口||Newspaper box|||1|||30|30|30|30|30|20|0|40.8038844|-73.9665046|2014-08-17 21:50:26 -0400|
|1030 Amsterdam Ave|Manhattan|NY|10025|Manhattan|Columbia Cottage||College||||||0|0|0|0|5|0|0|40.8036283|-73.9637801|2014-08-17 21:50:27 -0400|
|246 W 112 St|Manhattan|NY|10026|Manhattan|Lucille C. Clark House公寓(老人公寓,大約有200中國老人)||Building||||||15|15|15|15|15|15|0|40.8015017|-73.9563989|2014-08-17 21:50:27 -0400|
|160 E 96th St|Manhattan|NY|10128|Manhattan|在Lexington Ave上，4、6号地铁口旁边||Newspaper box|||1|||25|25|25|25|25|15|0|40.7858478|-73.9509034|2014-08-17 21:50:27 -0400|
|1267 1st Ave|Manhattan|NY|10065|Manhattan|1St Ave & 68th St||Newspaper box|||1|||25|25|25|25|25|20|0|40.765515|-73.958015|2014-08-17 21:50:27 -0400|
|923 Lexington Ave|Manhattan|NY|10065|Manhattan|68th St  &  Lexington Ave 在Lexington Ave上,政府的报箱||Newspaper box|政府的报箱||1|||20|20|20|20|20|15|0|40.7678792|-73.9640206|2014-08-17 21:50:28 -0400|
|785 5th Ave|Manhattan|NY|10019|Manhattan|在5th Ave上， 5th Ave & E 60th St，CitiBank 門口||Newspaper box|||1|||10|10|10|10|10|10|0|40.76457569999999|-73.97252259999999|2014-08-17 21:50:28 -0400|
|224 E 59th St|Manhattan|NY|10022|Manhattan|2nd and 3rd Ave,Katagiri Japanese Supermarket片桐超市.||Supermarket|肖紅英客戶04/02/14|||||0|0|0|0|0|5|0|40.760864|-73.9655609|2014-08-17 21:50:28 -0400|
|125 E 50th St|Manhattan|NY|10017|Manhattan|Benjamin Hotel||Hotel||||||0|0|0|0|5|0|0|40.7563609|-73.972096|2014-08-17 21:50:28 -0400|
|1 E 42nd St|Manhattan|NY|10017|Manhattan|台湾經文處Park and 5th Ave之间||Building||||||33|33|33|33|33|20|0|40.7534824|-73.9800784|2014-08-17 21:50:29 -0400|
|83 W 42nd St|Manhattan|NY|10036|Manhattan|在42街上，42街和6th Ave交叉口，Starbucks旁邊||Newspaper box|||1|||14|14|14|14|14|14|0|40.7544938|-73.9832351|2014-08-17 21:50:29 -0400|
|7 Times Square|Manhattan|NY|10036|Manhattan|在42nd St上，42nd St和Broadway交叉口||Newspaper box|||1|||14|14|14|14|15|15|0|40.7554006|-73.9868161|2014-08-17 21:50:29 -0400|
|210 W 42nd St|Manhattan|NY|10036|Manhattan|地鐵口出入口，42nd St和7th Ave交叉口||Newspaper box|||1|||25|25|25|25|25|25|0|40.7562641|-73.98753219999999|2014-08-17 21:50:30 -0400|
|234 W 42nd St|Manhattan|NY|10036|Manhattan|Hilton Hotel||Hotel||||||0|0|0|0|10|0|0|40.7565811|-73.9886598|2014-08-17 21:50:30 -0400|
|270 W 43rd St|Manhattan|NY|10036|Manhattan|Westin Hotel||Hotel||||||0|0|0|0|5|0|0|40.7574272|-73.98924219999999|2014-08-17 21:50:30 -0400|
|1535 Broadway|Manhattan|NY|10036|Manhattan|Marriot Hotel,   46th St & Broadway||Hotel||||||0|0|0|0|50|0|0|40.7557828|-73.9864711|2014-08-17 21:50:30 -0400|
|130 W 46th St|Manhattan|NY|10036|Manhattan|The Muse Hotel，Between 6th Ave & 7th Ave.||Hotel||||||0|0|0|0|10|0|0|40.7578802|-73.98375709999999|2014-08-17 21:50:31 -0400|
|714 7th Ave|Manhattan|NY|10036|Manhattan|48th St & 7th Ave Renaissance Hotel||Hotel||||||0|0|0|0|5|0|0|40.759637|-73.98457189999999|2014-08-17 21:50:31 -0400|
|500 W 42nd St|Manhattan|NY|10036|Manhattan|10th Ave & W 42nd St,CVS店边||Newspaper box|||1|||25|25|25|25|20|15|0|40.759451|-73.99587199999999|2014-08-17 21:50:31 -0400|
|326 W 40 St|Manhattan|NY|10018|Manhattan|Four Points Hotel,Between 8th Ave and 9th Ave||Hotel||||||0|0|0|0|5|0|0|40.75639|-73.992368|2014-08-17 21:50:32 -0400|
|246 W 38th St|Manhattan|NY|10018|Manhattan|訂報戶到期日期：09-04-14（大山東珠寶店)|2014-09-04 00:00:00 -0400|Subscriber||||||1|1|1|1|1|1|0|40.7539953|-73.99051779999999|2014-08-17 21:50:32 -0400|
|201 W 34th St|Manhattan|NY|10119|Manhattan|CitiBank門口，在7th Ave上，7th Ave & W 34th St||Newspaper box|||1|||35|35|35|35|30|25|0|40.7502013|-73.9931036|2014-08-17 21:50:32 -0400|
|500 8th Ave|Manhattan|NY|10018|Manhattan|W 35 St  & 8 Ave，Staples旁边||Newspaper box|||1|||50|50|50|50|50|35|0|40.7529216|-73.9926258|2014-08-17 21:50:32 -0400|
|380 Seventh Ave|Manhattan|NY|10001|Manhattan|7th Ave和31街交口，Penn Station出入口||Newspaper box|||1|||15|15|15|15|12|10|0|40.749363|-73.99226|2014-08-17 21:50:33 -0400|
|894 6th Ave|Manhattan|NY|10001|Manhattan|W 32nd St & 6th Ave||Newspaper box|||1|||15|15|15|15|15|15|0|40.748293|-73.9886318|2014-08-17 21:50:34 -0400|
|106 W 34th St|Manhattan|NY|10001|Manhattan|W 34th St & 6th Ave交叉口，ASA College門口||Newspaper box|||1|||30|30|30|30|25|25|0|40.7497711|-73.98831419999999|2014-08-17 21:50:34 -0400|
|960 6th Ave|Manhattan|NY|10001|Manhattan|Courtyard 門口，W 35 St & 6th Ave||Newspaper box|||1|||15|15|15|15|12|10|0|40.7504381|-73.9872851|2014-08-17 21:50:34 -0400|
|1000 6th Ave|Manhattan|NY|10018|Manhattan|37 St  &  6 Ave||Newspaper box|||1|||15|15|15|15|12|10|0|40.751726|-73.986012|2014-08-17 21:50:35 -0400|
|333 5th Ave|Manhattan|NY|10016|Manhattan|E33rd St & 5th Ave，5th Ave東南角||Newspaper box|||1|||10|10|10|10|10|7|0|40.7475746|-73.9849203|2014-08-17 21:50:35 -0400|
|229 W 28 St|Manhattan|NY|10001|Manhattan|中文大纪元 office||Office|||||2|20|20|20|20|80|150|0|40.7480386|-73.9947172|2014-08-17 21:50:35 -0400|
|200 5th Ave|Manhattan|NY|10011|Manhattan|地鐵口，5th Ave和23街，24街交口||Newspaper box|||1|||15|15|15|15|15|12|0|40.7420207|-73.98992799999999|2014-08-17 21:50:35 -0400|
|40 E 14th S|Manhattan|NY|10003|Manhattan|在University PL街上，University PL和14街交口||Newspaper box|||1|||15|15|15|15|15|12|0|40.7348923|-73.9915979|2014-08-17 21:50:36 -0400|
|750 Broadway|Manhattan|NY|10003|Manhattan|GAP店门口,在Broadway和W 8 St交口||Newspaper box|||1|||12|12|12|12|10|8|0|40.7302654|-73.99241359999999|2014-08-17 21:50:36 -0400|
|45 W 4th St|Manhattan|NY|10012|Manhattan|Starbuck 门口||Newspaper box|||1|||15|15|15|15|15|10|0|40.7294041|-73.9962917|2014-08-17 21:50:36 -0400|
|276 Canal St|Manhattan|NY|10013|Manhattan|Broadway  & Canal St，在Canal St地铁口旁边||Newspaper box|||1|||50|50|50|50|50|40|0|40.7190192|-74.0016845|2014-08-17 21:50:37 -0400|
|305 Broadway|Manhattan|NY|10007|Manhattan|Duane reade 门口||Newspaper box|||1|||15|15|15|15|15|10|0|40.7154943|-74.0055539|2014-08-17 21:50:37 -0400|
|1 Park Pl|Manhattan|NY|10007|Manhattan|ParkPl和Broadway交口，Duane Reade旁邊的地鐵口||Newspaper box|||1|||10|10|10|10|10|10|0|40.7126617|-74.0076177|2014-08-17 21:50:37 -0400|
|156 Centre St|Manhattan|NY|10013|Manhattan|功夫茶門口,Walker St和Canal St交口||Newspaper box|||1|||100|100|100|100|120|100|0|40.7177953|-74.00012199999999|2014-08-17 21:50:37 -0400|
|191 Centre St|Manhattan|NY|10013|Manhattan|Hester St & centre St，飞达西饼店门口||Newspaper box|||1|||30|30|30|30|50|65|0|40.7186898|-73.99978949999999|2014-08-17 21:50:39 -0400|
|179 Grand St|Manhattan|NY|10013|Manhattan|乐居大厦, 右侧 Box.||Newspaper box|||1|||30|30|30|30|50|50|0|40.719339|-73.9979237|2014-08-17 21:50:40 -0400|
|231 Grand St|Manhattan|NY|10013|Manhattan|Bowery St  &  Grand St，Chase银行门口.||Newspaper box|||1|||50|50|50|50|120|70|0|40.7184002|-73.9952811|2014-08-17 21:50:40 -0400|
|240 Grand St|Manhattan|NY|10002|Manhattan|Between Christie & Bowery St||Newspaper box|||1|||50|50|50|50|50|65|0|40.7184741|-73.9944052|2014-08-17 21:50:40 -0400|
|103 Chrystie St|Manhattan|NY|10002|Manhattan|Grand St & ChriStie St,海星海鲜瓜菜食品公司一侧的地铁口||Newspaper box||3||||439|439|439|439|601|511|0|40.7181813|-73.9938626|2014-08-17 21:50:40 -0400|
|103 Chrystie St|Manhattan|NY|10002|Manhattan|Grand St & ChriStie St,海星海鲜瓜菜食品公司一侧的地铁口||Coin Box||||1||15|15|15|15|15|15|0|40.7181813|-73.9938626|2014-08-17 21:50:41 -0400|
|73 ChriStie St|Manhattan|NY|10002|Manhattan|Hester St & Christie St，功夫茶店门口||Newspaper box|||1|||50|50|50|50|150|125|0|40.7169901|-73.9944698|2014-08-17 21:50:41 -0400|
|43 Chrystie St|Manhattan|NY|10002|Manhattan|POPEYES店边,Canal St & ChriStie St,在Christie St上||Newspaper box|||1|||30|30|30|30|50|50|0|40.7159327|-73.9950449|2014-08-17 21:50:41 -0400|
|38 Allen St|Manhattan|NY|10002|Manhattan|Hester St  &  Allen St,长旺饭店边||Newspaper box|||1|||50|50|50|50|50|50|0|40.71608|-73.99179629999999|2014-08-17 21:50:41 -0400|
|314 Grand St|Manhattan|NY|10002|Manhattan|Allen St  & Grand St右侧,在Grand St.||Newspaper box||1||||30|30|30|30|50|50|0|40.7173458|-73.9910106|2014-08-17 21:50:42 -0400|
|308 E 8th St|Manhattan|NY|10009|Manhattan|Senior Apartment, btwn Ave B and C 右侧（政府樓,大約有120多中國人)||Building||||||25|25|25|25|0|0|0|40.725018|-73.979784|2014-08-17 21:50:42 -0400|
|64 Delancey St|Manhattan|NY|10002|Manhattan|Allen St  & Delancey St.Subway速食店边||Newspaper box|||1|||20|20|20|20|20|25|0|40.7195835|-73.9907456|2014-08-17 21:50:42 -0400|
|64 Bowery St|Manhattan|NY|10013|Manhattan|Canal St & Bowery St,在Bowery St，TD银行一侧||Newspaper box|||1|||50|50|50|50|100|65|0|40.716553|-73.9962512|2014-08-17 21:50:43 -0400|
|157 Hester St|Manhattan|NY|10013|Manhattan|Elizabeth St  & HeSter St，香港超市门前||Newspaper box||1||||90|90|90|90|140|100|0|40.71745|-73.9959961|2014-08-17 21:50:43 -0400|
|158 Hester St|Manhattan|NY|10013|Manhattan|Coin Box,在HeSter St，香港超市门前||Coin Box||||1||10|10|10|10|10|10|0|40.7176062|-73.9968787|2014-08-17 21:50:43 -0400|
|78 Mott St|Manhattan|NY|10013|Manhattan|Canal St  &  Mott St,在Mott St，Chase银行一侧||Newspaper box||1||||90|90|90|90|140|100|0|40.7165148|-73.997809|2014-08-17 21:50:43 -0400|
|78 Mott St|Manhattan|NY|10013|Manhattan|coin Box 在Mott St，Chase银行一侧||Coin Box||||1||10|10|10|10|10|10|0|40.7165148|-73.997809|2014-08-17 21:50:44 -0400|
|50 Mott St|Manhattan|NY|10013|Manhattan|Bayard St & Mott St，上海老正兴酒家旁||Newspaper box|||1|||70|70|70|70|70|65|0|40.7154157|-73.9984128|2014-08-17 21:50:44 -0400|
|2 Mott St|Manhattan|NY|10013|Manhattan|Mott St  & Worth St左侧,在Worth St||Newspaper box||1||||100|100|100|100|100|100|0|40.7137987|-73.9984808|2014-08-17 21:50:44 -0400|
|63 Mulberry St|Manhattan|NY|10013|Manhattan|Bayard St & Mulberry St,在Mulberry St,哥伦比亚公园一侧||Newspaper box|||1|||50|50|50|50|50|65|0|40.7155899|-73.9995012|2014-08-17 21:50:44 -0400|
|54 Bayard St|Manhattan|NY|10013|Manhattan|Elizabeth St  & Bayard St,在Bayard St,华埠珠宝中心店边||Newspaper box|||1|||50|50|50|50|50|50|0|40.71535009999999|-73.99767039999999|2014-08-17 21:50:45 -0400|
|16 Catherine St|Manhattan|NY|10038|Manhattan|Catherine St & E Broadway,在Catherine St,汇丰银行边||Newspaper box||1||||100|100|100|100|100|150|0|40.7133287|-73.9972794|2014-08-17 21:50:45 -0400|
|56 Market St|Manhattan|NY|10002|Manhattan|Monroe St  &  Market S，福建饭店边||Newspaper box||1||||30|30|30|30|50|50|0|40.7117387|-73.9940398|2014-08-17 21:50:45 -0400|
|62 Henry St|Manhattan|NY|10002|Manhattan|Henry St & Market St,在Henry St,红苹果幼稚园一侧||Newspaper box||1||||30|30|30|30|50|50|0|40.7129965|-73.99461219999999|2014-08-17 21:50:46 -0400|
|79 Division St|Manhattan|NY|10002|Manhattan|Forsyth St,between  Division St and E Broadway,美亚酒店边||Newspaper box|||1|||50|50|50|50|50|100|0|40.7140767|-73.9938251|2014-08-17 21:50:46 -0400|
|70 Division St|Manhattan|NY|10002|Manhattan|Forsyth St & Division St,在Division St 桥下||Newspaper box|||1|||100|100|100|100|120|150|0|40.7142397|-73.9946633|2014-08-17 21:50:46 -0400|
|5 Bowery|Manhattan|NY|10002|Manhattan|Division St & Bowery,在Bowery，孔子像一侧||Newspaper box||1||||90|90|90|90|90|140|0|40.7141831|-73.9972932|2014-08-17 21:50:46 -0400|
|5 Bowery|Manhattan|NY|10002|Manhattan|Coin Box，在Bowery上，孔子像一侧周五、六有发报||Coin box||||1||10|10|10|10|110|85|0|40.7141831|-73.9972932|2014-08-17 21:50:47 -0400|
|4 Chatham Square|Manhattan|NY|10038|Manhattan|Catherine St  & bowery,在bowery上.||Newspaper box|||1|||50|50|50|50|50|70|0|40.7139477|-73.9977096|2014-08-17 21:50:47 -0400|
|15 Bowery|Manhattan|NY|10002|Manhattan|万有书局||Building||||||25|25|25|25|25|25|0|40.7146086|-73.9970032|2014-08-17 21:50:47 -0400|
|106 Henry St|Manhattan|NY|10002|Manhattan|Pike St & Henry St在Henry St,Meyer London School PS.2小学一侧||Newspaper box|||1|||50|50|50|50|50|65|0|40.7131527|-73.9922402|2014-08-17 21:50:47 -0400|
|165 East Broadway|Manhattan|NY|10002|Manhattan|Rutgers St  & E Broadway，永顺海鲜酒楼边||Newspaper box||1||||150|150|150|150|100|100|0|40.713823|-73.989943|2014-08-17 21:50:48 -0400|
|36 Rutgers St|Manhattan|NY|10002|Manhattan|Madison St & Rutgers St,在Rutgers St南侧||Newspaper box||1||||100|100|100|100|100|100|0|40.7125314|-73.9900019|2014-08-17 21:50:48 -0400|
|36 Rutgers St|Manhattan|NY|10002|Manhattan|Coin Box 在Rutgers St南侧.||Coin box||||1||10|10|10|10|10|10|0|40.7125314|-73.9900019|2014-08-17 21:50:49 -0400|
|166  Henry St|Manhattan|NY|10002|Manhattan|在Henry St.美美洗笼门前||Newspaper box|||1|||50|50|50|50|50|50|0|40.713235|-73.989102|2014-08-17 21:50:49 -0400|
|166  Henry St|Manhattan|NY|10002|Manhattan|美美洗笼Basement (土库)週六新唐人廣告發行300||Building||||||50|50|50|50|50|300|0|40.713235|-73.989102|2014-08-17 21:50:49 -0400|
|35 Page Ave|Yonkers|NY|10704|Up State|送上州娜尔千家,周五250,周六150||Hand delivery||||||0|0|0|0|0|0|0|40.924924|-73.864408|2014-08-17 21:50:49 -0400|
|22 Barker Ave|White Plains|NY|10601|Up State|金山 Supermarket||Supermarket|娜尔千每周六送报|||||0|0|0|0|110|60|0|41.0342823|-73.769892|2014-08-17 21:50:50 -0400|
|371 Central Ave|Hartsdale|NY|10530|Up State|H Mart Super'marker||Supermarket|娜尔千每周六送报||||1|0|0|0|0|100|50|0|41.0299186|-73.7904933|2014-08-17 21:50:50 -0400|
|285 N Central Ave|Hartsdale|NY|10530|Up State|Central Seafood||Central Seafood|娜尔千每周六送报|||||0|0|0|0|15|15|0|41.0268915|-73.79306319999999|2014-08-17 21:50:50 -0400|
|365 Central Park Ave|Scarsdale|NY|10583|Up State|金乡 Supermarket||Supermarket|娜尔千每周六送报|||||0|0|0|0|20|20|0|41.0092053|-73.8094168|2014-08-17 21:50:50 -0400|
|694 Central Park Ave|Scarsdale|NY|10583|Up State|Pagoda Restaurant 桃源||Restaurant|娜尔千每周六送报|||||0|0|0|0|5|5|0|41.0008707|-73.81476289999999|2014-08-17 21:50:51 -0400|
|1170 Spring St|Elizabeth|NJ|7021|New Jersey|Hilton Newark Airport||Hotels|宋利杰送报周五报|||||0|0|0|0|20|0|0|40.6870691|-74.1934823|2014-08-17 21:50:51 -0400|
|128 Frontage Rd|Newark|NJ|7114|New Jersey|DoubleTree by Hilton Hotel||Hotel|宋利杰送报周五报,2011年左右开始|||||0|0|0|0|20|0|0|40.7124681|-74.16438219999999|2014-08-17 21:50:51 -0400|
|160 Frontage Rd|Newark|NJ|7114|New Jersey|Ramada Plaza Newark Liberty International Airport||Hotel|宋利杰送报周五报,2011年左右开始|||||0|0|0|0|5|0|0|40.7128973|-74.1664083|2014-08-17 21:50:52 -0400|
